customer_id,customer_name,customer_email,signup_date
482,Customer 482,customer482@example.com,2020-12-17 11:33:20
483,Customer 483,customer483@example.com,2020-12-18 05:05:35
484,Customer 484,customer484@example.com,2020-12-18 22:37:50
485,Customer 485,customer485@example.com,2020-12-19 16:10:05
486,Customer 486,customer486@example.com,2020-12-20 09:42:20
487,Customer 487,customer487@example.com,2020-12-21 03:14:35
488,Customer 488,customer488@example.com,2020-12-21 20:46:50
489,Customer 489,customer489@example.com,2020-12-22 14:19:05
490,Customer 490,customer490@example.com,2020-12-23 07:51:21
491,Customer 491,customer491@example.com,2020-12-24 01:23:36
492,Customer 492,customer492@example.com,2020-12-24 18:55:51
493,Customer 493,customer493@example.com,2020-12-25 12:28:06
494,Customer 494,customer494@example.com,2020-12-26 06:00:21
495,Customer 495,customer495@example.com,2020-12-26 23:32:36
496,Customer 496,customer496@example.com,2020-12-27 17:04:51
497,Customer 497,customer497@example.com,2020-12-28 10:37:07
498,Customer 498,customer498@example.com,2020-12-29 04:09:22
499,Customer 499,customer499@example.com,2020-12-29 21:41:37
500,Customer 500,customer500@example.com,2020-12-30 15:13:52
501,Customer 501,customer501@example.com,2020-12-31 08:46:07
502,Customer 502,customer502@example.com,2021-01-01 02:18:22
503,Customer 503,customer503@example.com,2021-01-01 19:50:37
504,Customer 504,customer504@example.com,2021-01-02 13:22:52
505,Customer 505,customer505@example.com,2021-01-03 06:55:08
506,Customer 506,customer506@example.com,2021-01-04 00:27:23
507,Customer 507,customer507@example.com,2021-01-04 17:59:38
508,Customer 508,customer508@example.com,2021-01-05 11:31:53
509,Customer 509,customer509@example.com,2021-01-06 05:04:08
510,Customer 510,customer510@example.com,2021-01-06 22:36:23
511,Customer 511,customer511@example.com,2021-01-07 16:08:38
512,Customer 512,customer512@example.com,2021-01-08 09:40:54
513,Customer 513,customer513@example.com,2021-01-09 03:13:09
514,Customer 514,customer514@example.com,2021-01-09 20:45:24
515,Customer 515,customer515@example.com,2021-01-10 14:17:39
516,Customer 516,customer516@example.com,2021-01-11 07:49:54
517,Customer 517,customer517@example.com,2021-01-12 01:22:09
518,Customer 518,customer518@example.com,2021-01-12 18:54:24
519,Customer 519,customer519@example.com,2021-01-13 12:26:40
520,Customer 520,customer520@example.com,2021-01-14 05:58:55
521,Customer 521,customer521@example.com,2021-01-14 23:31:10
522,Customer 522,customer522@example.com,2021-01-15 17:03:25
523,Customer 523,customer523@example.com,2021-01-16 10:35:40
524,Customer 524,customer524@example.com,2021-01-17 04:07:55
525,Customer 525,customer525@example.com,2021-01-17 21:40:10
526,Customer 526,customer526@example.com,2021-01-18 15:12:25
527,Customer 527,customer527@example.com,2021-01-19 08:44:41
528,Customer 528,customer528@example.com,2021-01-20 02:16:56
529,Customer 529,customer529@example.com,2021-01-20 19:49:11
530,Customer 530,customer530@example.com,2021-01-21 13:21:26
531,Customer 531,customer531@example.com,2021-01-22 06:53:41
532,Customer 532,customer532@example.com,2021-01-23 00:25:56
533,Customer 533,customer533@example.com,2021-01-23 17:58:11
534,Customer 534,customer534@example.com,2021-01-24 11:30:27
535,Customer 535,customer535@example.com,2021-01-25 05:02:42
536,Customer 536,customer536@example.com,2021-01-25 22:34:57
537,Customer 537,customer537@example.com,2021-01-26 16:07:12
538,Customer 538,customer538@example.com,2021-01-27 09:39:27
539,Customer 539,customer539@example.com,2021-01-28 03:11:42
540,Customer 540,customer540@example.com,2021-01-28 20:43:57
541,Customer 541,customer541@example.com,2021-01-29 14:16:12
542,Customer 542,customer542@example.com,2021-01-30 07:48:28
543,Customer 543,customer543@example.com,2021-01-31 01:20:43
544,Customer 544,customer544@example.com,2021-01-31 18:52:58
545,Customer 545,customer545@example.com,2021-02-01 12:25:13
546,Customer 546,customer546@example.com,2021-02-02 05:57:28
547,Customer 547,customer547@example.com,2021-02-02 23:29:43
548,Customer 548,customer548@example.com,2021-02-03 17:01:58
549,Customer 549,customer549@example.com,2021-02-04 10:34:14
550,Customer 550,customer550@example.com,2021-02-05 04:06:29
551,Customer 551,customer551@example.com,2021-02-05 21:38:44
552,Customer 552,customer552@example.com,2021-02-06 15:10:59
553,Customer 553,customer553@example.com,2021-02-07 08:43:14
554,Customer 554,customer554@example.com,2021-02-08 02:15:29
555,Customer 555,customer555@example.com,2021-02-08 19:47:44
556,Customer 556,customer556@example.com,2021-02-09 13:20:00
557,Customer 557,customer557@example.com,2021-02-10 06:52:15
558,Customer 558,customer558@example.com,2021-02-11 00:24:30
559,Customer 559,customer559@example.com,2021-02-11 17:56:45
560,Customer 560,customer560@example.com,2021-02-12 11:29:00
561,Customer 561,customer561@example.com,2021-02-13 05:01:15
562,Customer 562,customer562@example.com,2021-02-13 22:33:30
563,Customer 563,customer563@example.com,2021-02-14 16:05:45
564,Customer 564,customer564@example.com,2021-02-15 09:38:01
565,Customer 565,customer565@example.com,2021-02-16 03:10:16
566,Customer 566,customer566@example.com,2021-02-16 20:42:31
567,Customer 567,customer567@example.com,2021-02-17 14:14:46
568,Customer 568,customer568@example.com,2021-02-18 07:47:01
569,Customer 569,customer569@example.com,2021-02-19 01:19:16
570,Customer 570,customer570@example.com,2021-02-19 18:51:31
571,Customer 571,customer571@example.com,2021-02-20 12:23:47
572,Customer 572,customer572@example.com,2021-02-21 05:56:02
573,Customer 573,customer573@example.com,2021-02-21 23:28:17
574,Customer 574,customer574@example.com,2021-02-22 17:00:32
575,Customer 575,customer575@example.com,2021-02-23 10:32:47
576,Customer 576,customer576@example.com,2021-02-24 04:05:02
577,Customer 577,customer577@example.com,2021-02-24 21:37:17
578,Customer 578,customer578@example.com,2021-02-25 15:09:32
579,Customer 579,customer579@example.com,2021-02-26 08:41:48
580,Customer 580,customer580@example.com,2021-02-27 02:14:03
581,Customer 581,customer581@example.com,2021-02-27 19:46:18
582,Customer 582,customer582@example.com,2021-02-28 13:18:33
583,Customer 583,customer583@example.com,2021-03-01 06:50:48
584,Customer 584,customer584@example.com,2021-03-02 00:23:03
585,Customer 585,customer585@example.com,2021-03-02 17:55:18
586,Customer 586,customer586@example.com,2021-03-03 11:27:34
587,Customer 587,customer587@example.com,2021-03-04 04:59:49
588,Customer 588,customer588@example.com,2021-03-04 22:32:04
589,Customer 589,customer589@example.com,2021-03-05 16:04:19
590,Customer 590,customer590@example.com,2021-03-06 09:36:34
591,Customer 591,customer591@example.com,2021-03-07 03:08:49
592,Customer 592,customer592@example.com,2021-03-07 20:41:04
593,Customer 593,customer593@example.com,2021-03-08 14:13:20
594,Customer 594,customer594@example.com,2021-03-09 07:45:35
595,Customer 595,customer595@example.com,2021-03-10 01:17:50
596,Customer 596,customer596@example.com,2021-03-10 18:50:05
597,Customer 597,customer597@example.com,2021-03-11 12:22:20
598,Customer 598,customer598@example.com,2021-03-12 05:54:35
599,Customer 599,customer599@example.com,2021-03-12 23:26:50
600,Customer 600,customer600@example.com,2021-03-13 16:59:05
601,Customer 601,customer601@example.com,2021-03-14 10:31:21
602,Customer 602,customer602@example.com,2021-03-15 04:03:36
603,Customer 603,customer603@example.com,2021-03-15 21:35:51
604,Customer 604,customer604@example.com,2021-03-16 15:08:06
605,Customer 605,customer605@example.com,2021-03-17 08:40:21
606,Customer 606,customer606@example.com,2021-03-18 02:12:36
607,Customer 607,customer607@example.com,2021-03-18 19:44:51
608,Customer 608,customer608@example.com,2021-03-19 13:17:07
609,Customer 609,customer609@example.com,2021-03-20 06:49:22
610,Customer 610,customer610@example.com,2021-03-21 00:21:37
611,Customer 611,customer611@example.com,2021-03-21 17:53:52
612,Customer 612,customer612@example.com,2021-03-22 11:26:07
613,Customer 613,customer613@example.com,2021-03-23 04:58:22
614,Customer 614,customer614@example.com,2021-03-23 22:30:37
615,Customer 615,customer615@example.com,2021-03-24 16:02:52
616,Customer 616,customer616@example.com,2021-03-25 09:35:08
617,Customer 617,customer617@example.com,2021-03-26 03:07:23
618,Customer 618,customer618@example.com,2021-03-26 20:39:38
619,Customer 619,customer619@example.com,2021-03-27 14:11:53
620,Customer 620,customer620@example.com,2021-03-28 07:44:08
621,Customer 621,customer621@example.com,2021-03-29 01:16:23
622,Customer 622,customer622@example.com,2021-03-29 18:48:38
623,Customer 623,customer623@example.com,2021-03-30 12:20:54
624,Customer 624,customer624@example.com,2021-03-31 05:53:09
625,Customer 625,customer625@example.com,2021-03-31 23:25:24
626,Customer 626,customer626@example.com,2021-04-01 16:57:39
627,Customer 627,customer627@example.com,2021-04-02 10:29:54
628,Customer 628,customer628@example.com,2021-04-03 04:02:09
629,Customer 629,customer629@example.com,2021-04-03 21:34:24
630,Customer 630,customer630@example.com,2021-04-04 15:06:40
631,Customer 631,customer631@example.com,2021-04-05 08:38:55
632,Customer 632,customer632@example.com,2021-04-06 02:11:10
633,Customer 633,customer633@example.com,2021-04-06 19:43:25
634,Customer 634,customer634@example.com,2021-04-07 13:15:40
635,Customer 635,customer635@example.com,2021-04-08 06:47:55
636,Customer 636,customer636@example.com,2021-04-09 00:20:10
637,Customer 637,customer637@example.com,2021-04-09 17:52:25
638,Customer 638,customer638@example.com,2021-04-10 11:24:41
639,Customer 639,customer639@example.com,2021-04-11 04:56:56
640,Customer 640,customer640@example.com,2021-04-11 22:29:11
641,Customer 641,customer641@example.com,2021-04-12 16:01:26
642,Customer 642,customer642@example.com,2021-04-13 09:33:41
643,Customer 643,customer643@example.com,2021-04-14 03:05:56
644,Customer 644,customer644@example.com,2021-04-14 20:38:11
645,Customer 645,customer645@example.com,2021-04-15 14:10:27
646,Customer 646,customer646@example.com,2021-04-16 07:42:42
647,Customer 647,customer647@example.com,2021-04-17 01:14:57
648,Customer 648,customer648@example.com,2021-04-17 18:47:12
649,Customer 649,customer649@example.com,2021-04-18 12:19:27
650,Customer 650,customer650@example.com,2021-04-19 05:51:42
651,Customer 651,customer651@example.com,2021-04-19 23:23:57
652,Customer 652,customer652@example.com,2021-04-20 16:56:12
653,Customer 653,customer653@example.com,2021-04-21 10:28:28
654,Customer 654,customer654@example.com,2021-04-22 04:00:43
655,Customer 655,customer655@example.com,2021-04-22 21:32:58
656,Customer 656,customer656@example.com,2021-04-23 15:05:13
657,Customer 657,customer657@example.com,2021-04-24 08:37:28
658,Customer 658,customer658@example.com,2021-04-25 02:09:43
659,Customer 659,customer659@example.com,2021-04-25 19:41:58
660,Customer 660,customer660@example.com,2021-04-26 13:14:14
661,Customer 661,customer661@example.com,2021-04-27 06:46:29
662,Customer 662,customer662@example.com,2021-04-28 00:18:44
663,Customer 663,customer663@example.com,2021-04-28 17:50:59
664,Customer 664,customer664@example.com,2021-04-29 11:23:14
665,Customer 665,customer665@example.com,2021-04-30 04:55:29
666,Customer 666,customer666@example.com,2021-04-30 22:27:44
667,Customer 667,customer667@example.com,2021-05-01 16:00:00
668,Customer 668,customer668@example.com,2021-05-02 09:32:15
669,Customer 669,customer669@example.com,2021-05-03 03:04:30
670,Customer 670,customer670@example.com,2021-05-03 20:36:45
671,Customer 671,customer671@example.com,2021-05-04 14:09:00
672,Customer 672,customer672@example.com,2021-05-05 07:41:15
673,Customer 673,customer673@example.com,2021-05-06 01:13:30
674,Customer 674,customer674@example.com,2021-05-06 18:45:45
675,Customer 675,customer675@example.com,2021-05-07 12:18:01
676,Customer 676,customer676@example.com,2021-05-08 05:50:16
677,Customer 677,customer677@example.com,2021-05-08 23:22:31
678,Customer 678,customer678@example.com,2021-05-09 16:54:46
679,Customer 679,customer679@example.com,2021-05-10 10:27:01
680,Customer 680,customer680@example.com,2021-05-11 03:59:16
681,Customer 681,customer681@example.com,2021-05-11 21:31:31
682,Customer 682,customer682@example.com,2021-05-12 15:03:47
683,Customer 683,customer683@example.com,2021-05-13 08:36:02
684,Customer 684,customer684@example.com,2021-05-14 02:08:17
685,Customer 685,customer685@example.com,2021-05-14 19:40:32
686,Customer 686,customer686@example.com,2021-05-15 13:12:47
687,Customer 687,customer687@example.com,2021-05-16 06:45:02
688,Customer 688,customer688@example.com,2021-05-17 00:17:17
689,Customer 689,customer689@example.com,2021-05-17 17:49:32
690,Customer 690,customer690@example.com,2021-05-18 11:21:48
691,Customer 691,customer691@example.com,2021-05-19 04:54:03
692,Customer 692,customer692@example.com,2021-05-19 22:26:18
693,Customer 693,customer693@example.com,2021-05-20 15:58:33
694,Customer 694,customer694@example.com,2021-05-21 09:30:48
695,Customer 695,customer695@example.com,2021-05-22 03:03:03
696,Customer 696,customer696@example.com,2021-05-22 20:35:18
697,Customer 697,customer697@example.com,2021-05-23 14:07:34
698,Customer 698,customer698@example.com,2021-05-24 07:39:49
699,Customer 699,customer699@example.com,2021-05-25 01:12:04
700,Customer 700,customer700@example.com,2021-05-25 18:44:19
701,Customer 701,customer701@example.com,2021-05-26 12:16:34
702,Customer 702,customer702@example.com,2021-05-27 05:48:49
703,Customer 703,customer703@example.com,2021-05-27 23:21:04
704,Customer 704,customer704@example.com,2021-05-28 16:53:20
705,Customer 705,customer705@example.com,2021-05-29 10:25:35
706,Customer 706,customer706@example.com,2021-05-30 03:57:50
707,Customer 707,customer707@example.com,2021-05-30 21:30:05
708,Customer 708,customer708@example.com,2021-05-31 15:02:20
709,Customer 709,customer709@example.com,2021-06-01 08:34:35
710,Customer 710,customer710@example.com,2021-06-02 02:06:50
711,Customer 711,customer711@example.com,2021-06-02 19:39:05
712,Customer 712,customer712@example.com,2021-06-03 13:11:21
713,Customer 713,customer713@example.com,2021-06-04 06:43:36
714,Customer 714,customer714@example.com,2021-06-05 00:15:51
715,Customer 715,customer715@example.com,2021-06-05 17:48:06
716,Customer 716,customer716@example.com,2021-06-06 11:20:21
717,Customer 717,customer717@example.com,2021-06-07 04:52:36
718,Customer 718,customer718@example.com,2021-06-07 22:24:51
719,Customer 719,customer719@example.com,2021-06-08 15:57:07
720,Customer 720,customer720@example.com,2021-06-09 09:29:22
721,Customer 721,customer721@example.com,2021-06-10 03:01:37
722,Customer 722,customer722@example.com,2021-06-10 20:33:52
723,Customer 723,customer723@example.com,2021-06-11 14:06:07
724,Customer 724,customer724@example.com,2021-06-12 07:38:22
725,Customer 725,customer725@example.com,2021-06-13 01:10:37
726,Customer 726,customer726@example.com,2021-06-13 18:42:52
727,Customer 727,customer727@example.com,2021-06-14 12:15:08
728,Customer 728,customer728@example.com,2021-06-15 05:47:23
729,Customer 729,customer729@example.com,2021-06-15 23:19:38
730,Customer 730,customer730@example.com,2021-06-16 16:51:53
731,Customer 731,customer731@example.com,2021-06-17 10:24:08
732,Customer 732,customer732@example.com,2021-06-18 03:56:23
733,Customer 733,customer733@example.com,2021-06-18 21:28:38
734,Customer 734,customer734@example.com,2021-06-19 15:00:54
735,Customer 735,customer735@example.com,2021-06-20 08:33:09
736,Customer 736,customer736@example.com,2021-06-21 02:05:24
737,Customer 737,customer737@example.com,2021-06-21 19:37:39
738,Customer 738,customer738@example.com,2021-06-22 13:09:54
739,Customer 739,customer739@example.com,2021-06-23 06:42:09
740,Customer 740,customer740@example.com,2021-06-24 00:14:24
741,Customer 741,customer741@example.com,2021-06-24 17:46:40
742,Customer 742,customer742@example.com,2021-06-25 11:18:55
743,Customer 743,customer743@example.com,2021-06-26 04:51:10
744,Customer 744,customer744@example.com,2021-06-26 22:23:25
745,Customer 745,customer745@example.com,2021-06-27 15:55:40
746,Customer 746,customer746@example.com,2021-06-28 09:27:55
747,Customer 747,customer747@example.com,2021-06-29 03:00:10
748,Customer 748,customer748@example.com,2021-06-29 20:32:25
749,Customer 749,customer749@example.com,2021-06-30 14:04:41
750,Customer 750,customer750@example.com,2021-07-01 07:36:56
751,Customer 751,customer751@example.com,2021-07-02 01:09:11
752,Customer 752,customer752@example.com,2021-07-02 18:41:26
753,Customer 753,customer753@example.com,2021-07-03 12:13:41
754,Customer 754,customer754@example.com,2021-07-04 05:45:56
755,Customer 755,customer755@example.com,2021-07-04 23:18:11
756,Customer 756,customer756@example.com,2021-07-05 16:50:27
757,Customer 757,customer757@example.com,2021-07-06 10:22:42
758,Customer 758,customer758@example.com,2021-07-07 03:54:57
759,Customer 759,customer759@example.com,2021-07-07 21:27:12
760,Customer 760,customer760@example.com,2021-07-08 14:59:27
761,Customer 761,customer761@example.com,2021-07-09 08:31:42
762,Customer 762,customer762@example.com,2021-07-10 02:03:57
763,Customer 763,customer763@example.com,2021-07-10 19:36:12
764,Customer 764,customer764@example.com,2021-07-11 13:08:28
765,Customer 765,customer765@example.com,2021-07-12 06:40:43
766,Customer 766,customer766@example.com,2021-07-13 00:12:58
767,Customer 767,customer767@example.com,2021-07-13 17:45:13
768,Customer 768,customer768@example.com,2021-07-14 11:17:28
769,Customer 769,customer769@example.com,2021-07-15 04:49:43
770,Customer 770,customer770@example.com,2021-07-15 22:21:58
771,Customer 771,customer771@example.com,2021-07-16 15:54:14
772,Customer 772,customer772@example.com,2021-07-17 09:26:29
773,Customer 773,customer773@example.com,2021-07-18 02:58:44
774,Customer 774,customer774@example.com,2021-07-18 20:30:59
775,Customer 775,customer775@example.com,2021-07-19 14:03:14
776,Customer 776,customer776@example.com,2021-07-20 07:35:29
777,Customer 777,customer777@example.com,2021-07-21 01:07:44
778,Customer 778,customer778@example.com,2021-07-21 18:40:00
779,Customer 779,customer779@example.com,2021-07-22 12:12:15
780,Customer 780,customer780@example.com,2021-07-23 05:44:30
781,Customer 781,customer781@example.com,2021-07-23 23:16:45
782,Customer 782,customer782@example.com,2021-07-24 16:49:00
783,Customer 783,customer783@example.com,2021-07-25 10:21:15
784,Customer 784,customer784@example.com,2021-07-26 03:53:30
785,Customer 785,customer785@example.com,2021-07-26 21:25:45
786,Customer 786,customer786@example.com,2021-07-27 14:58:01
787,Customer 787,customer787@example.com,2021-07-28 08:30:16
788,Customer 788,customer788@example.com,2021-07-29 02:02:31
789,Customer 789,customer789@example.com,2021-07-29 19:34:46
790,Customer 790,customer790@example.com,2021-07-30 13:07:01
791,Customer 791,customer791@example.com,2021-07-31 06:39:16
792,Customer 792,customer792@example.com,2021-08-01 00:11:31
793,Customer 793,customer793@example.com,2021-08-01 17:43:47
794,Customer 794,customer794@example.com,2021-08-02 11:16:02
795,Customer 795,customer795@example.com,2021-08-03 04:48:17
796,Customer 796,customer796@example.com,2021-08-03 22:20:32
797,Customer 797,customer797@example.com,2021-08-04 15:52:47
798,Customer 798,customer798@example.com,2021-08-05 09:25:02
799,Customer 799,customer799@example.com,2021-08-06 02:57:17
800,Customer 800,customer800@example.com,2021-08-06 20:29:32
801,Customer 801,customer801@example.com,2021-08-07 14:01:48
802,Customer 802,customer802@example.com,2021-08-08 07:34:03
803,Customer 803,customer803@example.com,2021-08-09 01:06:18
804,Customer 804,customer804@example.com,2021-08-09 18:38:33
805,Customer 805,customer805@example.com,2021-08-10 12:10:48
806,Customer 806,customer806@example.com,2021-08-11 05:43:03
807,Customer 807,customer807@example.com,2021-08-11 23:15:18
808,Customer 808,customer808@example.com,2021-08-12 16:47:34
809,Customer 809,customer809@example.com,2021-08-13 10:19:49
810,Customer 810,customer810@example.com,2021-08-14 03:52:04
811,Customer 811,customer811@example.com,2021-08-14 21:24:19
812,Customer 812,customer812@example.com,2021-08-15 14:56:34
813,Customer 813,customer813@example.com,2021-08-16 08:28:49
814,Customer 814,customer814@example.com,2021-08-17 02:01:04
815,Customer 815,customer815@example.com,2021-08-17 19:33:20
816,Customer 816,customer816@example.com,2021-08-18 13:05:35
817,Customer 817,customer817@example.com,2021-08-19 06:37:50
818,Customer 818,customer818@example.com,2021-08-20 00:10:05
819,Customer 819,customer819@example.com,2021-08-20 17:42:20
820,Customer 820,customer820@example.com,2021-08-21 11:14:35
821,Customer 821,customer821@example.com,2021-08-22 04:46:50
822,Customer 822,customer822@example.com,2021-08-22 22:19:05
823,Customer 823,customer823@example.com,2021-08-23 15:51:21
824,Customer 824,customer824@example.com,2021-08-24 09:23:36
825,Customer 825,customer825@example.com,2021-08-25 02:55:51
826,Customer 826,customer826@example.com,2021-08-25 20:28:06
827,Customer 827,customer827@example.com,2021-08-26 14:00:21
828,Customer 828,customer828@example.com,2021-08-27 07:32:36
829,Customer 829,customer829@example.com,2021-08-28 01:04:51
830,Customer 830,customer830@example.com,2021-08-28 18:37:07
831,Customer 831,customer831@example.com,2021-08-29 12:09:22
832,Customer 832,customer832@example.com,2021-08-30 05:41:37
833,Customer 833,customer833@example.com,2021-08-30 23:13:52
834,Customer 834,customer834@example.com,2021-08-31 16:46:07
835,Customer 835,customer835@example.com,2021-09-01 10:18:22
836,Customer 836,customer836@example.com,2021-09-02 03:50:37
837,Customer 837,customer837@example.com,2021-09-02 21:22:52
838,Customer 838,customer838@example.com,2021-09-03 14:55:08
839,Customer 839,customer839@example.com,2021-09-04 08:27:23
840,Customer 840,customer840@example.com,2021-09-05 01:59:38
841,Customer 841,customer841@example.com,2021-09-05 19:31:53
842,Customer 842,customer842@example.com,2021-09-06 13:04:08
843,Customer 843,customer843@example.com,2021-09-07 06:36:23
844,Customer 844,customer844@example.com,2021-09-08 00:08:38
845,Customer 845,customer845@example.com,2021-09-08 17:40:54
846,Customer 846,customer846@example.com,2021-09-09 11:13:09
847,Customer 847,customer847@example.com,2021-09-10 04:45:24
848,Customer 848,customer848@example.com,2021-09-10 22:17:39
849,Customer 849,customer849@example.com,2021-09-11 15:49:54
850,Customer 850,customer850@example.com,2021-09-12 09:22:09
851,Customer 851,customer851@example.com,2021-09-13 02:54:24
852,Customer 852,customer852@example.com,2021-09-13 20:26:40
853,Customer 853,customer853@example.com,2021-09-14 13:58:55
854,Customer 854,customer854@example.com,2021-09-15 07:31:10
855,Customer 855,customer855@example.com,2021-09-16 01:03:25
856,Customer 856,customer856@example.com,2021-09-16 18:35:40
857,Customer 857,customer857@example.com,2021-09-17 12:07:55
858,Customer 858,customer858@example.com,2021-09-18 05:40:10
859,Customer 859,customer859@example.com,2021-09-18 23:12:25
860,Customer 860,customer860@example.com,2021-09-19 16:44:41
861,Customer 861,customer861@example.com,2021-09-20 10:16:56
862,Customer 862,customer862@example.com,2021-09-21 03:49:11
863,Customer 863,customer863@example.com,2021-09-21 21:21:26
864,Customer 864,customer864@example.com,2021-09-22 14:53:41
865,Customer 865,customer865@example.com,2021-09-23 08:25:56
866,Customer 866,customer866@example.com,2021-09-24 01:58:11
867,Customer 867,customer867@example.com,2021-09-24 19:30:27
868,Customer 868,customer868@example.com,2021-09-25 13:02:42
869,Customer 869,customer869@example.com,2021-09-26 06:34:57
870,Customer 870,customer870@example.com,2021-09-27 00:07:12
871,Customer 871,customer871@example.com,2021-09-27 17:39:27
872,Customer 872,customer872@example.com,2021-09-28 11:11:42
873,Customer 873,customer873@example.com,2021-09-29 04:43:57
874,Customer 874,customer874@example.com,2021-09-29 22:16:12
875,Customer 875,customer875@example.com,2021-09-30 15:48:28
876,Customer 876,customer876@example.com,2021-10-01 09:20:43
877,Customer 877,customer877@example.com,2021-10-02 02:52:58
878,Customer 878,customer878@example.com,2021-10-02 20:25:13
879,Customer 879,customer879@example.com,2021-10-03 13:57:28
880,Customer 880,customer880@example.com,2021-10-04 07:29:43
881,Customer 881,customer881@example.com,2021-10-05 01:01:58
882,Customer 882,customer882@example.com,2021-10-05 18:34:14
883,Customer 883,customer883@example.com,2021-10-06 12:06:29
884,Customer 884,customer884@example.com,2021-10-07 05:38:44
885,Customer 885,customer885@example.com,2021-10-07 23:10:59
886,Customer 886,customer886@example.com,2021-10-08 16:43:14
887,Customer 887,customer887@example.com,2021-10-09 10:15:29
888,Customer 888,customer888@example.com,2021-10-10 03:47:44
889,Customer 889,customer889@example.com,2021-10-10 21:20:00
890,Customer 890,customer890@example.com,2021-10-11 14:52:15
891,Customer 891,customer891@example.com,2021-10-12 08:24:30
892,Customer 892,customer892@example.com,2021-10-13 01:56:45
893,Customer 893,customer893@example.com,2021-10-13 19:29:00
894,Customer 894,customer894@example.com,2021-10-14 13:01:15
895,Customer 895,customer895@example.com,2021-10-15 06:33:30
896,Customer 896,customer896@example.com,2021-10-16 00:05:45
897,Customer 897,customer897@example.com,2021-10-16 17:38:01
898,Customer 898,customer898@example.com,2021-10-17 11:10:16
899,Customer 899,customer899@example.com,2021-10-18 04:42:31
900,Customer 900,customer900@example.com,2021-10-18 22:14:46
901,Customer 901,customer901@example.com,2021-10-19 15:47:01
902,Customer 902,customer902@example.com,2021-10-20 09:19:16
903,Customer 903,customer903@example.com,2021-10-21 02:51:31
904,Customer 904,customer904@example.com,2021-10-21 20:23:47
905,Customer 905,customer905@example.com,2021-10-22 13:56:02
906,Customer 906,customer906@example.com,2021-10-23 07:28:17
907,Customer 907,customer907@example.com,2021-10-24 01:00:32
908,Customer 908,customer908@example.com,2021-10-24 18:32:47
909,Customer 909,customer909@example.com,2021-10-25 12:05:02
910,Customer 910,customer910@example.com,2021-10-26 05:37:17
911,Customer 911,customer911@example.com,2021-10-26 23:09:32
912,Customer 912,customer912@example.com,2021-10-27 16:41:48
913,Customer 913,customer913@example.com,2021-10-28 10:14:03
914,Customer 914,customer914@example.com,2021-10-29 03:46:18
915,Customer 915,customer915@example.com,2021-10-29 21:18:33
916,Customer 916,customer916@example.com,2021-10-30 14:50:48
917,Customer 917,customer917@example.com,2021-10-31 08:23:03
918,Customer 918,customer918@example.com,2021-11-01 01:55:18
919,Customer 919,customer919@example.com,2021-11-01 19:27:34
920,Customer 920,customer920@example.com,2021-11-02 12:59:49
921,Customer 921,customer921@example.com,2021-11-03 06:32:04
922,Customer 922,customer922@example.com,2021-11-04 00:04:19
923,Customer 923,customer923@example.com,2021-11-04 17:36:34
924,Customer 924,customer924@example.com,2021-11-05 11:08:49
925,Customer 925,customer925@example.com,2021-11-06 04:41:04
926,Customer 926,customer926@example.com,2021-11-06 22:13:20
927,Customer 927,customer927@example.com,2021-11-07 15:45:35
928,Customer 928,customer928@example.com,2021-11-08 09:17:50
929,Customer 929,customer929@example.com,2021-11-09 02:50:05
930,Customer 930,customer930@example.com,2021-11-09 20:22:20
931,Customer 931,customer931@example.com,2021-11-10 13:54:35
932,Customer 932,customer932@example.com,2021-11-11 07:26:50
933,Customer 933,customer933@example.com,2021-11-12 00:59:05
934,Customer 934,customer934@example.com,2021-11-12 18:31:21
935,Customer 935,customer935@example.com,2021-11-13 12:03:36
936,Customer 936,customer936@example.com,2021-11-14 05:35:51
937,Customer 937,customer937@example.com,2021-11-14 23:08:06
938,Customer 938,customer938@example.com,2021-11-15 16:40:21
939,Customer 939,customer939@example.com,2021-11-16 10:12:36
940,Customer 940,customer940@example.com,2021-11-17 03:44:51
941,Customer 941,customer941@example.com,2021-11-17 21:17:07
942,Customer 942,customer942@example.com,2021-11-18 14:49:22
943,Customer 943,customer943@example.com,2021-11-19 08:21:37
944,Customer 944,customer944@example.com,2021-11-20 01:53:52
945,Customer 945,customer945@example.com,2021-11-20 19:26:07
946,Customer 946,customer946@example.com,2021-11-21 12:58:22
947,Customer 947,customer947@example.com,2021-11-22 06:30:37
948,Customer 948,customer948@example.com,2021-11-23 00:02:52
949,Customer 949,customer949@example.com,2021-11-23 17:35:08
950,Customer 950,customer950@example.com,2021-11-24 11:07:23
951,Customer 951,customer951@example.com,2021-11-25 04:39:38
952,Customer 952,customer952@example.com,2021-11-25 22:11:53
953,Customer 953,customer953@example.com,2021-11-26 15:44:08
954,Customer 954,customer954@example.com,2021-11-27 09:16:23
955,Customer 955,customer955@example.com,2021-11-28 02:48:38
956,Customer 956,customer956@example.com,2021-11-28 20:20:54
957,Customer 957,customer957@example.com,2021-11-29 13:53:09
958,Customer 958,customer958@example.com,2021-11-30 07:25:24
959,Customer 959,customer959@example.com,2021-12-01 00:57:39
960,Customer 960,customer960@example.com,2021-12-01 18:29:54
961,Customer 961,customer961@example.com,2021-12-02 12:02:09
962,Customer 962,customer962@example.com,2021-12-03 05:34:24
963,Customer 963,customer963@example.com,2021-12-03 23:06:40
